,Unnamed: 0,tipo,descricao,likes,comentarios,shortcode,id,time,hora,dia,semana,inter,Nome
725,125,Imagem,"ÚLTIMOS EVENTOS DE CAMPANHA • Neste sábado (29), os candidatos à Presidência Luiz Inácio Lula da Silva (PT) e Jair Bolsonaro (PL) encerraram as suas campanhas nestas eleições com atividades na região Sudeste. Os eventos aconteceram em São Paulo e em Minas Gerais, respectivamente - os dois maiores colégios eleitorais do país.

Na véspera do 2º turno das eleições, Lula conversou com a imprensa ao lado de Fernando Haddad, candidato do PT ao governo de São Paulo. Logo depois, os dois, junto com a deputada federal eleita Marina Silva (Rede) e o ex-presidente uruguaio José Mojica, participaram do ato na Avenida Paulista.

Já Bolsonaro finalizou a campanha com uma motocarreata em Belo Horizonte, capital de Minas Gerais - estado com o segundo maior colégio eleitoral do país e foco de ambas as campanhas, principalmente, durante o 2º turno.

Saiba mais detalhes de como foi o último dia de campanha dos presidenciáveis no link da bio.

#CNNBrasil #CNNnasEleições

📸 Estadão Conteúdo",20402,1093,CkUZLxEIs0I,2960101614849019144,2022-10-29 22:00:32,22,2022-10-29,5,21495,CNN Brasil
726,126,Coleção,"CANDIDATOS A VICE🗳️ • Neste domingo (30), mais de 156 milhões de eleitores voltam às urnas no 2º turno das eleições para decidir, além de governadores, quem será o próximo presidente da República: Luiz Inácio Lula da Silva (PT) ou Jair Bolsonaro (PL).

Além do chefe do Executivo, também será eleito nesse domingo o vice-presidente da República. O cargo, muitas vezes negligenciado, é o segundo mais importante do governo federal e seu postulante tem os mesmos deveres que o presidente.

O vice substitui o presidente em caso de doença, viagem ou se o titular deixar o cargo. Em 2022, as escolhas para os vices foram nomes conhecidos da política nos últimos anos.

A campanha petista optou pelo ex-governador de São Paulo Geraldo Alckmin (PSB), que saiu do PSDB para integrar a chapa de Lula. Por outro lado, a de Bolsonaro optou pelo ex-ministro da Defesa General Braga Netto (PL), que também foi interventor militar no Rio de Janeiro no governo de Michel Temer, em 2018.

Arraste para o lado📲 e confira o perfil dos dois candidatos a vice-presidente. Saiba mais sobre a trajetória deles no link da bio.

📸 Reuters e Agência Brasil",25118,1748,CkUSU7aDwgI,2960071458103953416,2022-10-29 21:00:37,21,2022-10-29,5,26866,CNN Brasil
268,118,Vídeo,"VÍDEO CONTRADIZ VERSÃO DE ZAMBELLI | Após a deputada federal reeleita Carla Zambelli (PL-SP), apoiadora do presidente Jair Bolsonaro (PL), afirmar ter sido hostilizada por ""militantes de Lula"" e, por isso, ter sacado uma arma e apontado para um homem na tarde deste sábado no bairro nobre dos Jardins, em São Paulo, um vídeo postado nas redes sociais mostra que a deputada não foi empurrada conforme ela diz na gravação. Em meio à discussão, Zambelli se desequilibra e cai. Ela levanta rapidamente e corre atrás do homem, junto com alguns de seus apoiadores, um deles, que é branco, aparece com uma arma na mão. É possível identificar o som do disparo de uma arma de fogo, mas não há uma imagem do momento do tiro. O homem negro é chutado por esse homem branco. Saiba mais no link da bio.

Vídeo: Reprodução/Twitter
#JornalOGlobo",25401,3733,CkULZ6FD9Uh,2960041013949748513,2022-10-29 20:00:40,20,2022-10-29,5,29134,Jornal O Globo
434,134,Imagem,"É CAMPEÃO 🏆 Finalista da Libertadores pela terceira vez nos últimos quatro anos, o Flamengo chorou no ano passado para sorrir neste ano. A frustração de 2021 virou alegria em 2022. O time carioca se tornou tricampeão continental ao derrotar o Athletico-PR neste sábado, em Guayaquil, no Equador. Os outros títulos foram conquistados em 1981 e 2019. Gabriel Barbosa, o Gabigol, mais uma vez mostrou poder de decisão no triunfo que garantiu à equipe de Dorival Junior sua segunda taça em 2022.⁣
⁣
Numa decisão de baixo nível técnico e com poucos torcedores brasileiros nas arquibancadas e muitos torcedores locais, que ganharam ingressos da Conmebol em virtude da baixa procura pelas entradas, Gabigol brilhou. Ele foi às redes pela quarta vez em três finais de Libertadores, façanha de que, entre os brasileiros, apenas o atleta foi capaz e que o fez igualar Luisão no topo da lista de artilheiros brasileiros da competição. Ambos têm 29 gols.⁣
⁣
A conquista coloca o Flamengo no grupo de sete equipes - quatro delas brasileiras - que ganharam três vezes a competição mais importante do continental. Vice-campeão em 2021 ao perder a decisão para o Palmeiras em Montevidéu, o time rubro-negro se junta a São Paulo, Santos, Grêmio, Palmeiras, Olímpia, do Paraguai, e Nacional, do Uruguai. Confira a matéria completa no #linkdabio⁣
⁣
Foto: Luis Acosta/AFP",2813,42,CkUIECMAPZX,2960026316688127575,2022-10-29 19:31:00,19,2022-10-29,5,2855,Estadão
269,119,Imagem,"⚫ 🔴| O tricampeonato de Libertadores do Flamengo tem gosto de soberania e domínio continental. Afinal, conquistar dois títulos em quatro anos é um feito para poucos. Mas não só isso. Ao vencer o Athletico por 1 a 0, no Monumental de Guayaquil, no Equador, o rubro-negro carioca colocou o pé — de maneira incontestável — na galeria de gigantes sul-americanos. A História permite bater no peito e dizer: trata-se do brasileiro com mais títulos do torneio continental. Saiba mais no link da bio.

Foto: Rodrigo Buendia/AFP
#JornalOGlobo",10392,207,CkUE-EyS6pF,2960012713021647429,2022-10-29 19:03:54,19,2022-10-29,5,10599,Jornal O Globo
727,127,Imagem,"TRICAMPEÃO DA LIBERTADORES🏆 • O Flamengo venceu o Athletico-PR por 1 a 0, neste sábado(29), e conquistou o tricampeonato da Libertadores da América. O gol do título da equipe carioca foi marcado pelo atacante Gabigol, ainda no 1º tempo.

O jogo foi realizado no estádio Monumental Isidro Romero Carbo, em Guayaquil, no Equador. Com o título, equipe comandada pelo técnico Dorival Júnior - que conquistou a América em 1981 e 2019 - ganha uma vaga para disputar o Mundial de Clubes, que terá a presença do Real Madrid, campeão europeu.

Saiba mais no link da bio. #CNNBrasil #Futebol #Libertadores

📸 Estadão Conteúdo",6007,120,CkUEzlvP9el,2960011992489777061,2022-10-29 19:02:28,19,2022-10-29,5,6127,CNN Brasil
435,135,Coleção,"SEGUNDO TURNO 🗳️ O ex-presidente Luiz Inácio Lula da Silva (PT) tem 54% dos votos válidos no segundo turno para o Palácio do Planalto e lidera a disputa contra o presidente Jair Bolsonaro (PL), que soma 46%, de acordo com pesquisa Ipec (ex-Ibope) divulgada neste sábado, 29.⁣
⁣
O levantamento destaca os votos válidos. Neste método, são excluídos os votos brancos, nulos e eleitores indecisos, seguindo o procedimento adotado pela Justiça Eleitoral para divulgar o resultado da eleição.⁣
⁣
Nos votos totais, Lula tem 50% e Bolsonaro, 43%. Brancos e nulos são 5% e indecisos, 2%.⁣
⁣
Contratada pela Globo, a pesquisa foi realizada entre quinta-feira, 27, e sábado, 29, e entrevistou 4.272 eleitores presencialmente em 236 municípios. O levantamento está registrado no Tribunal Superior Eleitoral (TSE) sob o número BR-05256/12. A margem de erro é de dois pontos porcentuais para mais ou para menos, com nível de confiança de 95%. Veja mais no #linkdabio",20133,1275,CkUEOlvAApn,2960009449864956519,2022-10-29 18:57:27,18,2022-10-29,5,21408,Estadão
728,128,Vídeo,"CASO EM SÃO PAULO • A deputada federal reeleita Carla Zambelli (PL) foi filmada neste sábado (29) apontando uma arma para um homem em São Paulo. No vídeo, a parlamentar atravessa a rua e entra em um bar com um revólver em punho no bairro dos Jardins, zona central da capital paulista.

Logo após a repercussão, a deputada publicou em suas redes sociais um vídeo em que descreve o ocorrido. Acompanhada de policiais militares, ela diz estar registrando um boletim de ocorrência.

Segundo Zambelli, um grupo de homens tentou intimidá-la, e um deles a empurrou no chão. Ela diz ter apontado o revólver na intenção de deter o sujeito até a chegada de policiais militares. Ainda de acordo com o relato da deputada, instantes após se render, o homem voltou a intimidá-la.

Saiba mais no link da bio. #CNNBrasil #CNNnasEleições

📹 Reprodução/Twitter",105742,18318,CkUAnteMIlW,2959993583973730646,2022-10-29 18:26:12,18,2022-10-29,5,124060,CNN Brasil
270,120,Imagem,"DATAFOLHA FINAL 📊 | Nova pesquisa do instituto, divulgada neste sábado, mostra o ex-presidente Luiz Inácio Lula da Silva (PT) com 52% dos votos válidos para o segundo turno contra o candidato à reeleição, Jair Bolsonaro (PL), que tem 48%.Na última pesquisa, divulgada na quinta-feira, Lula tinha 53%, e Bolsonaro 47%. A margem de erro é de dois pontos percentuais para mais ou para menos. . Colunistas do GLOBO analisam os números. Acompanhe no link da bio. 

#JornalOGlobo",12339,1275,CkT_UEvrYLh,2959987836527149793,2022-10-29 18:14:28,18,2022-10-29,5,13614,Jornal O Globo
271,121,Imagem,"IPEC FINAL 📊 | A última pesquisa do instituto antes do segundo turno da eleição para presidente indica 54% dos votos válidos para Luiz Inácio Lula da Silva (PT), contra 46% do candidato à reeleição, Jair Bolsonaro (PL). A margem de erro do levantamento divulgado neste sábado pela TV Globo é de dois pontos percentuais para mais ou menos. Considerando essa margem, a distância entre os dois adversários na véspera da abertura das seções de votação varia de quatro a 12 pontos. Colunistas do GLOBO analisam os números. Acompanhe no link da bio.

#JornalOGlobo",26861,2043,CkT-ZFZBPwP,2959983782771620879,2022-10-29 18:06:25,18,2022-10-29,5,28904,Jornal O Globo
436,136,Vídeo,"USO DE ARMA 💢 Um vídeo mostra a deputada federal Carla Zambelli com uma arma em punho atrás de homem no Jardins, região central de São Paulo. Ela aparece perseguindo um homem, que se refugia em um bar. Na sequência, a deputada pede para que ele “deite no chão”. Não há informação sobre disparos.

Em sua conta oficial no Instagram, a deputada afirma que foi atacada por um grupo de pessoas na região da Avenida Paulista após sair de um restaurante. “Me empurraram no chão. Eles usaram um negro para vir em cima de mim, eram vários. Tinha uma mulher de camiseta vermelha. Me empurraram, me jogaram no chão, me chamaram de filha da puta, prostituta”, relatou.

Em seguida, a parlamentar afirma que cuspiram nela. “Eu falei que iria chamar a polícia e aí ele se evadiu. Saquei a arma e fui atrás dele para chamar a polícia e dar flagrante.” Leia mais no #linkdabio (📽️ Reprodução/Twitter)",30780,5178,CkT9qrHue4z,2959980593468272179,2022-10-29 18:04:28,18,2022-10-29,5,35958,Estadão
272,122,Vídeo,"A deputada federal reeleita Carla Zambelli (PL-SP), apoiadora do presidente Jair Bolsonaro (PL), sacou uma arma e apontou para um homem na tarde deste sábado no bairro nobre dos Jardins, em São Paulo. Em vídeo publicado em uma rede social, a deputada afirma ter sido hostilizada por ""militantes de Lula"". As circunstâncias do conflito não são claras. Saiba mais no link da bio.

Vídeo: Reprodução/Twitter
#JornalOGlobo",19086,4251,CkT909MDaLF,2959981300062986949,2022-10-29 18:01:59,18,2022-10-29,5,23337,Jornal O Globo
729,129,Imagem,"DIGA “X""🌞 • A Nasa publicou nesta semana uma foto feita com um telescópio em que o Sol parece estar sorrindo. A estrela foi capturada com manchas escuras que se assemelham a dois olhos e uma boca.

A agência espacial dos EUA explicou que essas manchas escuras no Sol - que foram vistas na luz ultravioleta - são conhecidas como buracos coronais e são regiões onde o vento solar rápido jorra para o espaço.

Cientistas do Observatório de Dinâmica Solar da Nasa estudam a estrela para entender melhor como suas condições em constante mudança influenciam a Terra, outros mundos e o próprio espaço. #CNNBrasil #LiveCNNBrasil #Sol #Nasa

📸 Nasa",55363,1005,CkT7Xkkvywe,2959970484675882014,2022-10-29 17:40:00,17,2022-10-29,5,56368,CNN Brasil
273,123,Imagem,"O padre Volnei Luiz Weber, da Paróquia São José Operário, da Diocese de Rondonópolis, no Mato Grosso, relata ter sofrido ameaças de morte e ataques nas redes sociais depois de alugar o salão de eventos da igreja para uma equipe local do Partido dos Trabalhadores (PT). O grupo afiliado locou o espaço para comemorar o aniversário do ex-presidente Luiz Inácio Lula da Silva na quinta-feira, embora o petista não fosse para lá. Saiba mais no link da bio.

Foto: Divulgação
#JornalOGlobo",31612,1226,CkT3_hOpE94,2959955637676822392,2022-10-29 17:10:30,17,2022-10-29,5,32838,Jornal O Globo
437,137,Imagem,"CORRIDA ELEITORAL 🗳 'Luiz Inácio Lula da Silva não é Dilma Rousseff, Jair Bolsonaro não é Aécio Neves e os tempos são outros, mas há uma forte relação entre a eleição de 2022 e a de 2014, em que o tucano Aécio venceu no Sudeste, no Sul e no Centro-Oeste, mas perdeu a Presidência para a petista Dilma. O mapa de votos tende a reproduzir isso neste domingo, a favor do também petista Lula. Mesmo com o seu governo já fazendo marola e a economia morrendo na praia, Dilma surfou na onda do PT e de Lula. Venceu com enorme margem no Nordeste (que tem 27% dos votos nacionais), no Norte (8%) e… em Minas. O suficiente para subir novamente a rampa do Planalto.

O que fez a diferença foi Minas, estado natal de Aécio e Dilma. Ele venceu no Sudeste graças a São Paulo (maior colégio eleitoral), mas Dilma ficou na frente no Rio (terceiro colégio) e em Minas (segundo), a grande surpresa. Aécio perder ali?

Segundo as pesquisas, Bolsonaro, como Aécio, tem Rio e São Paulo, não Minas. Vence no Sudeste, Sul e Centro-Oeste e empata com Lula no Norte. Pode, assim, repetir o êxito regional de 2018, quando ganhou em todas as regiões, exceto o Nordeste, o bolsão vermelho seja com Dilma, Haddad ou Lula.

O que ameaça a reeleição de Bolsonaro? O mesmo que tirou a vitória de Aécio há oito anos: não virar em Minas nem crescer no Sudeste o suficiente para neutralizar o Nordeste. Saiu do primeiro turno e chega ao segundo com praticamente os mesmos percentuais, apesar de tudo'. Confira a coluna completa no #linkdabio 

📷Mauro Pimentel/AFP",10488,472,CkT2lhyL_RE,2959949453520270404,2022-10-29 16:58:13,16,2022-10-29,5,10960,Estadão
730,130,Coleção,"TRAGÉDIA NA COREIA DO SUL🇰🇷 • Pelo menos 149 pessoas morreram em um tumulto durante uma festividade de Halloween em Seul, capital da Coreia do Sul. A tragédia aconteceu na noite deste sábado (29), horário local, no bairro de Itaewon.

Pelo menos 100 outras pessoas também ficaram feridas, de acordo com as autoridades. O tumulto ocorreu em um beco estreito, causado por uma superlotação. Pessoas ficaram prensadas e caíram umas nas outras.

Saiba mais no link da bio. #CNNBrasil #CoreiaDoSul #Halloween

📹 Reuters",27083,574,CkT0qctvvzq,2959940995581410538,2022-10-29 16:41:24,16,2022-10-29,5,27657,CNN Brasil
274,124,Imagem,"O senador eleito Sergio Moro (União Brasil), ex-juiz federal e ex-ministro da Justiça do governo Bolsonaro (PL), foi flagrado fotografando o candidato Luiz Inácio Lula da Silva (PT) no estúdio da Globo, durante o debate desta sexta-feira (28). A cena registrada repercutiu e se tornou um dos assuntos mais comentados nas redes sociais. No Twitter, os internautas fizeram piadas sobre o ocorrido. ""Moro tietando o Lula, amor de fã"", afirmou um. ""O Moro tem uma tara inexplicável pelo Lula"", comentou outro. Apesar das especulações feitas pelos usuários, o ex-juiz federal usou a foto tirada para fazer uma publicação com duras críticas ao ex-presidente. Leia mais no link na bio #JornalOGlobo",99025,6446,CkTuN9sNg13,2959912649845247351,2022-10-29 15:45:05,15,2022-10-29,5,105471,Jornal O Globo
438,138,Imagem,"FOTOGRAFIA 📸 O Solar Dynamics Observatory (SDO) - em português, Observatório de Dinâmica Solar - da Agência Espacial Americana (Nasa) capturou uma imagem em que o Sol parece estar ‘sorrindo’. O registro foi feito na quarta-feira, 26. Conforme a agência, vistas na luz ultravioleta, essas manchas escuras no Sol são conhecidas como buracos coronais e são regiões onde o vento solar escapa com rapidez para o espaço.⁣
⁣
Na imagem, é possível observar duas manchas circulares que lembram os olhos e uma mancha abaixo é semelhante a um sorriso. Na publicação nas redes sociais, a agência brincou ao citar que o Sol 'fez pose’ para a fotografia.⁣
⁣
Conforme a Nasa, o SDO foi projetado para ajudar a entender a influência do Sol na Terra e no espaço próximo ao planeta, estudando a atmosfera solar em pequenas escalas de espaço e tempo. Ou seja, é uma sonda não tripulada da agência que estuda processos do Sol que afetam diretamente a vida na Terra. Leia mais em estadao.com.br (Foto: Solar Dynamics Observatory da Nasa)",71142,1241,CkTpEMDMoaq,2959889987835954858,2022-10-29 15:00:06,15,2022-10-29,5,72383,Estadão
275,125,Imagem,"TRAGÉDIA |  Durante a celebração do Halloween nas ruas de Itaewon, distrito em Seul, capital da Coreia do Sul, ao menos 59 pessoas morreram após serem esmagadas por uma multidão. Em vários vídeos publicados nas redes sociais, é possível ver várias pessoas sendo socorridas pelos serviços de emergência. Em outras imagens mostram centenas de pessoas tentando passar por uma rua estreita. Autoridades afirmam que cerca de 150 pessoas sofreram parada cardíaca após o tumulto. No link na bio, confira vídeos do momento da confusão e do socorro às vítimas #JornalOGlobo",30069,467,CkToIBONj9I,2959885853040983880,2022-10-29 14:51:51,14,2022-10-29,5,30536,Jornal O Globo
731,131,Imagem,"VOCÊ SABIA?🧔🏾‍♂️ • Apesar de raro, o câncer de mama também pode atingir homens. Os casos representam 1% do total, segundo o Instituto Nacional de Câncer (Inca). Os dados mais recentes de mortes pela doença entre a população masculina são de 2020, quando foram registrados 207 óbitos.

O câncer de mama é causado pela multiplicação desordenada de células anormais, formando um tumor que pode invadir a região da parede torácica ou outros órgãos - a chamada metástase. Segundo o Inca, há vários tipos da doença. Alguns se desenvolvem rapidamente, e outros, não. A maioria dos casos tem boa resposta ao tratamento, principalmente quando diagnosticado e tratado no início.

Para o diagnóstico oportuno do câncer de mama, os homens devem ficar atentos a quaisquer sinais de alteração na região das mamas. Embora os homens não tenham mamas desenvolvidas, assim como as mulheres eles possuem tecido mamário, ainda que plano e pequeno, e podem desenvolver a doença.

➡️ FIQUE ATENTO AOS SINTOMAS:

• Retração de pele;
• Aparecimento de caroços ou nódulos;
• Secreção pelo mamilo;
• Aumento dos gânglios, também chamados de ínguas, nas axilas;
• Vermelhidão na área do peito e coceira

⚠️ Diante de sintomas suspeitos, é importante buscar atendimento médico para investigação.

Saiba mais no link da bio. #CNNBrasil #Saúde #CâncerDeMama #Homem #SaúdeDoHomem

📸 Syda Productions",8472,37,CkTmLLIp9E7,2959877273750589755,2022-10-29 14:34:48,14,2022-10-29,5,8509,CNN Brasil
276,126,Coleção,"Passadas duas horas e meia do último debate antes do segundo turno, o presidente Jair Bolsonaro (PL) não conteve seu temperamento durante entrevista aos jornalistas que acompanhavam o programa nos Estúdios Globo, na no Rio de Janeiro. Incomodado com questionamentos sobre seu isolamento internacional, com o “rótulo” de candidato e com a ida do ex-presidente Luiz Inácio Lula da Silva (PT) ao Complexo do Alemão, Bolsonaro deixou a coletiva visivelmente irritado e com resposta atravessada, sob a assessoria do ex-juiz e senador eleito Sergio Moro (União-PR), que chegou a representar o presidente para a imprensa. Veja mais no link na bio #JornalOGlobo 

Vídeo: Reprodução/Twitter",64007,5755,CkTd_9grERE,2959841318834816068,2022-10-29 13:23:22,13,2022-10-29,5,69762,Jornal O Globo
439,139,Imagem,"PESQUISA ELEITORAL 📝 O ex-presidente Luiz Inácio Lula da Silva (PT) e o presidente Jair Bolsonaro (PL) estão empatados tecnicamente segundo pesquisa do instituto MDA, financiada pela Confederação Nacional de Transportes e divulgada neste sábado 29. O levantamento mostra o petista com 51,1% dos votos válidos no segundo turno, cenário em que os votos brancos e nulos não são considerados. O atual chefe do Executivo aparece com 48,9%.⁣
⁣
Considerando a margem de erro de 2,2 pontos porcentuais, ambos os presidenciáveis podem estar empatados. Lula tem entre 53,3% e 48,9% dos votos válidos, e Bolsonaro, entre 51,1% e 46,7%.⁣
⁣
A pesquisa CNT/MDA realizou 2.002 entrevistas presencialmente entre os dias 26 a 28 de outubro de 2022. A margem de erro é de 2,2 pontos porcentuais para mais ou para menos e o nível de confiança é de 95%. O registro do levantamento no TSE é BR-01820/2022. Leia mais em estadao.com (📸 Mauro Pimentel/AFP; Bruna Prado/AP)",44386,3030,CkTcehus787,2959834623216172859,2022-10-29 13:10:08,13,2022-10-29,5,47416,Estadão
732,132,Vídeo,"RETA FINAL DAS ELEIÇÕES ​ • Depois de quatro semanas de disputas acirradas, o Brasil vai às urnas neste domingo (30) decidir quem serão presidente da República e governadores nos próximos quatro anos.

A partir deste sábado (29), às 23h45, a #CNNBrasil inicia uma cobertura especial com 48 horas de programação ao vivo - inclusive na madrugada - para você ficar por dentro de tudo do 2º turno. #CNNBrasil #CNNnasEleições",18841,1441,CkTbSrVv5yK,2959829410854706314,2022-10-29 13:00:25,13,2022-10-29,5,20282,CNN Brasil
277,127,Imagem,"FIM | Jojo Todynho e Lucas Souza terminaram novamente o casamento. Neste sábado (29), o militar afirmou que a decisão foi tomada juntamente com a cantora e que dessa vez ""não tem mais volta"". Há menos de três semanas eles tiveram uma crise, e anunciarem uma reconciliação logo depois. Os dois estavam juntos há 10 meses. Lucas afirma que saiu ""às pressas"" da casa onde morava com a cantora, e agora está em um hotel no Rio de Janeiro. Por fim, ele pediu respeito ao momento que está vivendo. Leia mais em no link na bio #JornalOGlobo",16507,1104,CkTUpnCtjrE,2959800200462744260,2022-10-29 12:01:40,12,2022-10-29,5,17611,Jornal O Globo
733,133,Vídeo,"COMBATE À COVID-19💉 • A cidade de Xangai, na China, começou a aplicar a primeira vacina inalável contra a Covid-19. O imunizante, desenvolvido pela farmacêutica CanSino Biologics, recebeu a aprovação dos reguladores chineses em setembro e está sendo aplicado apenas como reforço.

A vacina é uma versão em aerossol da que é administrada por injeção. Ela é inalada pela boca por meio de um recipiente semelhante a um copo de café com um bocal curto.

“A primeira linha de defesa do nosso corpo é a membrana mucosa do nosso sistema respiratório. Queremos que [ela] seja estimulada diretamente para melhorar a imunidade, e o uso da vacina inalada faz isso”, afirmou Zhao Hui, diretor médico de um dos hospitais que administram a nova vacina.

“Acho que as vacinas inaladas para doenças respiratórias como a Covid-19 serão o futuro”, afirmou Erwin Loh, especialista e diretor médico da St Vincents Health Australia. #CNNBrasil #Covid #Vacina #China

📹 Reuters",71281,1259,CkTUa5eAHiJ,2959799189455796361,2022-10-29 11:59:59,11,2022-10-29,5,72540,CNN Brasil
440,140,Imagem,"ELEIÇÕES 🗳 O eleitor que não exerceu seu direito ao voto no primeiro turno das eleições deste ano poderá votar no segundo turno, que está marcado para o dia 30 de outubro, caso seu título esteja em situação regular. Cada turno representa uma eleição diferente pela Justiça Eleitoral.

O direito é garantido mesmo para o eleitor que ainda não justificou sua ausência no primeiro turno, cujo prazo acaba em 1º de dezembro. A regularização é necessária para evitar a perda de alguns direitos. Caso não compareça também no segundo turno, o eleitor precisará abrir duas justificativas separadas. O prazo máximo para essa última é 9 de janeiro de 2023.

Leia mais no #LinkDaBio (Foto: REUTERS/Bruno Kelly)",8462,141,CkTLOr0o2VB,2959758767750866241,2022-10-29 10:39:21,10,2022-10-29,5,8603,Estadão
278,128,Imagem,"DECEPÇÃO | Ex-parceira do Flamengo e responsável por comercializar pacotes de viagem para a final da Libertadores, a Outsider Tours causou mais polêmicas na madrugada. Um voo agendado para 4h não saiu, e mais torcedores não conseguiram viajar para Guayaquil. O problema maior, na verdade, é que esse voo nunca nem existiu. A Outsider Tours não conseguiu os aviões necessários para transportar os mais de 2 mil rubro-negros que adquiriram pacotes, e alguns dos horários marcados nem sequer tinha previsão de ter aeronaves para voar para o Equador. Mesmo quem estava realocado e tinha horário agendado foi impedido de fazer check-ins. Em outro momento, 11 pessoas, incluindo José Aldo, ex-campeão do UFC, foram barrados em um voo, mesmo com pacote comprado e horário realocado. As aeronaves não comportavam nem mesmo as pessoas que precisaram ter seus horários adiados e modificados. Leia mais no link na bio #JornalOGlobo",23168,605,CkTJ35lDmul,2959752803927354277,2022-10-29 10:27:30,10,2022-10-29,5,23773,Jornal O Globo
734,134,Imagem,"ÚLTIMO DEBATE PRESIDENCIAL📺 • Na antevéspera do 2º turno da eleição para presidente, os candidatos Luiz Inácio Lula da Silva (PT) e Jair Bolsonaro (PL) se enfrentaram no último debate da campanha.

No encontro, promovido pela TV Globo nesta sexta-feira (28), os presidenciáveis trocaram acusações, defenderam seus governos e discutiram temas como corrupção, salário mínimo, acesso às armas e a pandemia.

Após o debate, em entrevista à jornalista Renata Lo Prete, Bolsonaro falou sobre resultado das eleições no domingo (30) e disse que “quem tiver mais voto leva”, indicando que respeitará os resultados das urnas. O candidato do PL ressaltou que “não se arrepende” de ter entrado com pedido no Tribunal Superior Eleitoral (TSE) sobre inserções de sua campanha que não teriam sido veiculadas em rádios no Nordeste.

Já Lula encerrou o debate dizendo que, se depender do povo brasileiro, ele voltará a ser presidente para “reestabelecer a harmonia neste país”. “Possivelmente, os melhores momentos que este país viveu, nessas últimas décadas, foi no tempo que eu governei esse país. Porque não tinha briga, não tinha confusão, não tinha ódio”, afirmou o candidato do PT.

Durante do debate, os presidenciáveis também discutiram outros temas como combate à pobreza, Auxílio Brasil e política externa. Confira os principais pontos no link da bio. #CNNBrasil #CNNnasEleições

📸 Estadão Conteúdo",18466,2472,CkTGKaBguPx,2959736483529024497,2022-10-29 09:55:05,9,2022-10-29,5,20938,CNN Brasil
735,135,Imagem,"HAMBÚRGUER TODO DIA?🍔🍟 • Ultimamente, o cenário nos EUA não se parece nada com um “American dream”. Com a alta da inflação, os preços dos alimentos no país dispararam e fizeram os consumidores correrem atrás de alternativas. Americanos de classes mais baixas estão indo ao McDonald’s com mais frequência para fazer suas refeições diárias.

A corrida aos restaurantes pode ser justificada pelo fato de os preços nos supermercados aumentarem com mais rapidez. De acordo com o Bureau of Labor Statistics, a Secretaria de Estatísticas Trabalhistas do governo dos Estados Unidos, do começo do ano até setembro, os preços dos supermercados aumentaram 13% contra 8,5% nos restaurantes.

Diretores do McDonald’s, cujas vendas já aumentaram 6,1% no último trimestre, afirmaram a investidores que estão tomando a “posição de marca líder em termos de custo-benefício e acessibilidade”.

Um cenário nada animador para a população, mas positivo para a empresa que tem histórico de resiliência durante períodos de dificuldade econômica. #CNNBrasil #CNNBrasilBusiness #McDonalds #EUA #Inflação

📸 Daniel Acker/Bloomberg/Getty Images",38092,1074,CkS8e-ODqIY,2959693916318638616,2022-10-29 08:30:30,8,2022-10-29,5,39166,CNN Brasil
279,129,Imagem,"ALIADOS DOS CANDIDATOS COMENTAM | Para integrantes da campanha do presidente Jair Bolsonaro (PL), o debate da TV Globo terminou com gosto de decepção. A avaliação é que os dois candidatos tiveram um desempenho abaixo da expectativa, mas o ex-presidente Luiz Inácio Lula da Silva (PT) demonstrou que estava mais bem treinado. O diagnóstico é semelhante ao do comando da campanha do PT, que avalia que Lula se saiu melhor no debate da Globo. Nos grupos de pesquisas qualitativas testados pelo partido, o petista teve um desempenho considerado como superior ao do adversário. Leia mais no link na bio #JornalOGlobo",68961,18828,CkS8KuvNMUu,2959692525305382190,2022-10-29 08:27:44,8,2022-10-29,5,87789,Jornal O Globo
441,141,Imagem,"EDITORIAL: Já estagnado há dez anos, o Brasil poderá escapar de mais uma década perdida se o presidente eleito, seja quem for, trabalhar para romper os limites do crescimento e renegar o compromisso com a mediocridade. Sem esse esforço, o País estará condenado, segundo a maior parte das projeções, a crescer a uma taxa anual de 2% no médio e no longo prazos. Seu desempenho continuará, como tem sido há muito tempo, bem inferior à média mundial. Mas os principais candidatos à Presidência abstiveram-se, até agora, de explicar com alguma clareza como pretendem retomar o rumo da expansão econômica e da modernização. Sem uma nova estratégia, a pobreza ainda será o destino da maior parte da população.

Embora mais industrializado que os demais latino-americanos, o Brasil tem exibido resultados econômicos inferiores aos de vários países da região. A América Latina deve fechar este ano com crescimento econômico de 2,7%, segundo estimativa divulgada pela Cepal. O potencial de crescimento brasileiro, estimado em 2% ao ano, coincide com o do México e isso pode indicar problemas semelhantes, segundo economistas citados no Estadão. Os dois países têm limitações de produtividade e, para vencê-las, dependem de reformas estruturais.

Uma maior expansão dependerá, nos dois países, de maior investimento em máquinas, equipamentos e infraestrutura, mas isso ainda será insuficiente. Além de aumentar a oferta de mão de obra mais preparada, será preciso cuidar mais da tecnologia e promover reformas para tornar a atividade mais dinâmica e mais eficiente. Não basta, no entanto, falar de reformas. É preciso apontar as mudanças necessárias para tornar os impostos e contribuições mais funcionais, mais equitativos e mais compatíveis com a integração global.

Leia o texto completo no #LinkdaBio. Foto: Reprodução/TV Globo",9090,756,CkS5FS7t4w0,2959678957713591348,2022-10-29 08:00:47,8,2022-10-29,5,9846,Estadão
